SourceSite;TravelTime in sec;DestinationSite
STO_046;3080;STO_013
STO_046;3584;STO_014
STO_046;1398;STO_015
STO_046;1910;STO_016
STO_046;1693;STO_017
STO_046;1220;STO_018
STO_046;2255;STO_019
STO_046;2582;STO_020
STO_046;1748;STO_021
STO_046;2375;STO_022
STO_046;2675;STO_023
STO_046;1358;STO_024
STO_046;3589;STO_025
STO_046;2481;STO_026
STO_046;2879;STO_027
STO_046;932;STO_028
STO_046;3967;STO_029
STO_046;2717;STO_030
STO_046;3050;STO_031
STO_046;1004;STO_032
STO_046;2593;STO_033
STO_046;2272;STO_034
STO_046;1690;STO_035
STO_046;2604;STO_036
STO_046;2332;STO_037
STO_046;505;STO_038
STO_046;2582;STO_039
STO_046;1477;STO_040
STO_046;1878;STO_041
STO_046;2223;STO_042
STO_046;1079;STO_043
STO_046;2957;STO_044
STO_046;2302;STO_045
STO_046;0;STO_046
STO_046;1511;STO_047
STO_046;2310;STO_048
STO_047;1871;HUB_001
STO_047;523;STO_002
STO_047;2656;STO_003
STO_047;1254;STO_004
STO_047;1825;STO_005
STO_047;1094;STO_006
STO_047;1696;STO_007
STO_047;1126;STO_008
STO_047;536;STO_009
STO_047;2151;STO_010
STO_047;3333;STO_011
STO_047;1960;STO_012
STO_047;2543;STO_013
STO_047;3438;STO_014
STO_047;2722;STO_015
STO_047;546;STO_016
STO_047;2116;STO_017
STO_047;1256;STO_018
STO_047;748;STO_019
STO_047;1406;STO_020
STO_047;592;STO_021
STO_047;971;STO_022
STO_047;2360;STO_023
STO_047;607;STO_024
STO_047;2229;STO_025
STO_047;2939;STO_026
STO_047;1891;STO_027
STO_047;2101;STO_028
STO_047;3852;STO_029
STO_047;3075;STO_030
STO_047;1626;STO_031
STO_047;918;STO_032
STO_047;1891;STO_033
STO_047;1120;STO_034
STO_047;898;STO_035
STO_047;3108;STO_036
STO_047;868;STO_037
STO_047;1148;STO_038
STO_047;1469;STO_039
STO_047;1893;STO_040
STO_047;2600;STO_041
STO_047;818;STO_042
STO_047;2083;STO_043
STO_047;1611;STO_044
STO_047;1319;STO_045
STO_047;1511;STO_046
STO_047;0;STO_047
STO_047;852;STO_048
STO_048;2490;HUB_001
STO_048;1371;STO_002
STO_048;3248;STO_003
STO_048;702;STO_004
STO_048;1514;STO_005
STO_048;1115;STO_006
STO_048;1564;STO_007
STO_048;1922;STO_008
STO_048;1068;STO_009
STO_048;1631;STO_010
STO_048;3007;STO_011
STO_048;1219;STO_012
STO_048;2229;STO_013
STO_048;3270;STO_014
STO_048;3376;STO_015
STO_048;420;STO_016
STO_048;2442;STO_017
STO_048;1672;STO_018
STO_048;272;STO_019
STO_048;794;STO_020
STO_048;663;STO_021
STO_048;191;STO_022
STO_048;2221;STO_023
STO_048;1380;STO_024
STO_048;1390;STO_025
STO_048;3158;STO_026
STO_048;1347;STO_027
STO_048;2739;STO_028
STO_048;3670;STO_029
STO_048;3228;STO_030
STO_048;774;STO_031
STO_048;1756;STO_032
STO_048;1579;STO_033
STO_048;659;STO_034
STO_048;999;STO_035
STO_048;3335;STO_036
STO_048;30;STO_037
STO_048;1993;STO_038
STO_048;906;STO_039
STO_048;2265;STO_040
STO_048;2991;STO_041
STO_048;164;STO_042
STO_048;2662;STO_043
STO_048;798;STO_044
STO_048;950;STO_045
STO_048;2310;STO_046
STO_048;852;STO_047
STO_048;0;STO_048
